,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,Direction,Time,Time,Label,,0,
0,0.02,-0.04,0,56.69,-50.25,17.94,-0.75,9.94,0.21,-0.33,-0.34,-0.87,0.13,102874,0,T,6260,6260,W
1,0.01,0.06,-0.02,56.69,-50.25,17.94,-0.75,9.94,0.21,-0.33,-0.34,-0.87,0.13,102916,42,T,2420,8680,T
2,0.01,0.06,-0.02,56.69,-50.25,17.94,-0.82,9.94,0.13,-0.33,-0.34,-0.87,0.13,102958,84,T,6600,15280,W
3,0.01,0.06,-0.02,56.69,-50.25,17.94,-0.82,9.98,0.17,-0.33,-0.34,-0.87,0.13,103000,126,T,3670,18950,T
4,0.01,0.06,-0.02,56.69,-50.25,17.94,-0.79,9.98,0.17,-0.33,-0.34,-0.87,0.13,103041,167,T,7130,26080,W
5,0.01,0.06,-0.02,56.69,-50.25,17.94,-0.82,9.86,0.13,-0.33,-0.34,-0.87,0.13,103080,206,T,3690,29770,T
6,0.01,-0.09,0,56.69,-50.25,17.94,-0.82,9.86,0.13,-0.33,-0.34,-0.87,0.13,103121,247,T,7040,36810,W
7,0.04,-0.04,-0.02,56.69,-50.25,17.94,-0.82,9.86,0.13,-0.33,-0.34,-0.87,0.13,103162,288,T,4170,40980,T
8,0.04,-0.04,-0.02,56.69,-50.25,17.94,-0.9,9.94,0.13,-0.33,-0.34,-0.87,0.13,103205,331,T,7150,48130,W
9,0.04,-0.04,-0.02,56.69,-50.25,17.94,-0.71,9.98,0.21,-0.33,-0.34,-0.87,0.13,103247,373,T,,,T
10,0.04,-0.04,-0.02,56.69,-50.25,17.94,-0.75,9.98,0.13,-0.33,-0.34,-0.87,0.13,103289,415,T,,,
11,0.04,-0.04,-0.02,56.69,-50.25,17.94,-0.82,9.9,0.09,-0.33,-0.34,-0.87,0.13,103329,455,T,,,
12,0.03,0,-0.02,56.69,-50.25,17.94,-0.82,9.9,0.09,-0.33,-0.34,-0.87,0.13,103371,497,T,,,
13,0.04,0.01,-0.03,56.69,-50.25,17.94,-0.82,9.9,0.09,-0.33,-0.34,-0.87,0.13,103411,537,T,,,
14,0.04,0.01,-0.03,56.69,-50.25,17.94,-0.94,9.9,0.13,-0.33,-0.34,-0.87,0.13,103452,578,T,,,
15,0.04,0.01,-0.03,56.69,-50.25,17.94,-0.82,9.94,0.13,-0.33,-0.34,-0.87,0.13,103493,619,T,,,
16,0.04,0.01,-0.03,56.69,-50.25,17.94,-0.82,9.98,0.09,-0.33,-0.34,-0.87,0.13,103533,659,T,,,
17,0.04,0.01,-0.03,58,-48.81,17.5,-0.82,9.98,0.09,-0.33,-0.34,-0.87,0.13,103574,700,T,,,
18,0.03,-0.04,-0.02,58,-48.81,17.5,-0.82,9.98,0.09,-0.33,-0.34,-0.87,0.13,103615,741,T,,,
19,0.02,-0.03,-0.02,58,-48.81,17.5,-0.82,9.98,0.09,-0.33,-0.34,-0.87,0.13,103657,783,T,,,
20,0.02,-0.03,-0.02,58,-48.81,17.5,-0.9,10.05,0.09,-0.33,-0.34,-0.87,0.13,103699,825,T,,,
21,0.02,-0.03,-0.02,58,-48.81,17.5,-0.86,10.02,0.09,-0.33,-0.34,-0.87,0.13,103742,868,T,,,
22,0.02,-0.03,-0.02,58,-48.81,17.5,-0.98,9.94,0.06,-0.33,-0.34,-0.87,0.13,103782,908,T,,,
23,0.02,-0.03,-0.02,58,-48.81,17.5,-0.98,9.94,0.06,0.6,0.38,0.32,0.63,103824,950,T,,,
24,0.02,-0.03,-0.02,58,-48.81,17.5,-0.98,9.94,0.09,0.6,0.38,0.32,0.63,103865,991,T,,,
25,-0.03,-0.12,-0.01,58,-48.81,17.5,-0.98,9.94,0.09,0.6,0.38,0.32,0.63,103905,1031,T,,,
26,-0.03,-0.12,-0.01,58,-48.81,17.5,-1.21,9.98,0.06,0.6,0.38,0.32,0.63,103946,1072,T,,,
27,-0.03,-0.12,-0.01,58,-48.81,17.5,-1.17,10.29,0.13,0.6,0.38,0.32,0.63,103989,1115,T,,,
28,-0.03,-0.12,-0.01,58,-48.81,17.5,-1.25,10.09,0.06,0.6,0.38,0.32,0.63,104028,1154,T,,,
29,-0.05,-0.26,-0.21,58,-48.81,17.5,-1.25,10.09,0.06,0.6,0.38,0.32,0.63,104070,1196,T,,,
30,-0.05,-0.26,-0.21,58,-48.81,17.5,-1.48,9.75,-0.1,0.6,0.38,0.32,0.63,104112,1238,T,,,
31,-0.06,-0.48,-0.14,58,-48.81,17.5,-1.48,9.75,-0.1,0.6,0.38,0.32,0.63,104152,1278,T,,,
32,-0.06,-0.48,-0.14,58,-48.81,17.5,-1.21,9.63,-0.13,0.6,0.38,0.32,0.63,104193,1319,T,,,
33,-0.06,-0.48,-0.14,58,-48.81,17.5,-1.13,9.59,-0.1,0.6,0.38,0.32,0.63,104232,1358,T,,,
34,-0.06,-0.48,-0.14,58.31,-48.06,15.88,-1.13,9.59,-0.1,0.6,0.38,0.32,0.63,104274,1400,T,,,
35,0.03,-0.65,-0.08,58.31,-48.06,15.88,-1.13,9.59,-0.1,0.6,0.38,0.32,0.63,104315,1441,T,,,
36,0.03,-0.65,-0.08,58.31,-48.06,15.88,-0.98,9.94,0.48,0.6,0.38,0.32,0.63,104357,1483,T,,,
37,0.1,-0.84,0.02,58.31,-48.06,15.88,-0.98,9.94,0.48,0.6,0.38,0.32,0.63,104397,1523,W,,,
38,0.1,-0.84,0.02,58.31,-48.06,15.88,-0.48,10.29,1.36,0.6,0.38,0.32,0.63,104437,1563,W,,,
39,0.1,-0.84,0.02,58.31,-48.06,15.88,-0.06,10.21,2.09,0.6,0.38,0.32,0.63,104476,1602,W,,,
40,0.07,-0.37,0.02,58.31,-48.06,15.88,-0.06,10.21,2.09,0.6,0.38,0.32,0.63,104518,1644,W,,,
41,-0.04,-0.33,0.17,58.31,-48.06,15.88,-0.06,10.21,2.09,0.6,0.38,0.32,0.63,104558,1684,W,,,
42,-0.04,-0.33,0.17,58.31,-48.06,15.88,0.75,9.75,2.63,0.6,0.38,0.32,0.63,104599,1725,W,,,
43,-0.04,-0.33,0.17,58.31,-48.06,15.88,0.67,9.94,2.51,0.6,0.38,0.32,0.63,104640,1766,W,,,
44,-0.04,-0.33,0.17,58.31,-48.06,15.88,0.9,9.9,2.59,0.6,0.38,0.32,0.63,104678,1804,W,,,
45,-0.38,-0.07,0.6,58.31,-48.06,15.88,0.9,9.9,2.59,0.6,0.38,0.32,0.63,104718,1844,W,,,
46,-0.48,-0.08,0.76,58.31,-48.06,15.88,0.9,9.9,2.59,0.6,0.38,0.32,0.63,104758,1884,W,,,
47,-0.48,-0.08,0.76,58.31,-48.06,15.88,0.94,10.13,2.7,0.6,0.38,0.32,0.63,104799,1925,W,,,
48,-0.48,-0.08,0.76,58.31,-48.06,15.88,1.21,10.48,2.82,0.6,0.38,0.32,0.63,104839,1965,W,,,
49,-0.48,-0.08,0.76,58.31,-48.06,15.88,1.17,10.63,2.59,0.6,0.38,0.32,0.63,104878,2004,W,,,
50,-0.45,-0.2,0.99,58.31,-48.06,15.88,1.17,10.63,2.59,0.6,0.38,0.32,0.63,104919,2045,W,,,
51,-0.47,-0.14,1.04,58.31,-48.06,15.88,1.17,10.63,2.59,0.6,0.38,0.32,0.63,104958,2084,W,,,
52,-0.45,0.03,1.07,58.31,-48.06,15.88,1.17,10.63,2.59,0.6,0.38,0.32,0.63,104998,2124,W,,,
53,-0.45,0.03,1.07,58.31,-48.06,15.88,0.9,10.02,1.05,0.6,0.38,0.32,0.63,105038,2164,W,,,
54,-0.45,0.03,1.07,58.31,-48.06,15.88,0.86,9.52,0.52,0.6,0.38,0.32,0.63,105077,2203,W,,,
55,-0.18,0.38,0.43,58.31,-48.06,15.88,0.86,9.52,0.52,0.6,0.38,0.32,0.63,105116,2242,W,,,
56,-0.04,0.29,0.04,58.31,-48.06,15.88,0.86,9.52,0.52,0.6,0.38,0.32,0.63,105156,2282,W,,,
57,-0.04,0.29,0.04,58.31,-48.06,15.88,1.17,7.95,0.44,0.6,0.38,0.32,0.63,105196,2322,W,,,
58,-0.04,0.29,0.04,58.31,-48.06,15.88,1.24,8.1,0.79,0.6,0.38,0.32,0.63,105236,2362,W,,,
59,-0.04,0.29,0.04,58.31,-48.06,15.88,0.67,9.29,0.29,0.6,0.38,0.32,0.63,105274,2400,W,,,
60,0.37,0.07,-0.32,58.31,-48.06,15.88,0.67,9.29,0.29,0.6,0.38,0.32,0.63,105313,2439,W,,,
61,0.37,0.07,-0.32,58.31,-48.06,15.88,0.75,9.59,0.36,0.6,0.38,0.32,0.63,105352,2478,W,,,
62,0.37,0.07,-0.32,58.31,-48.06,15.88,0.79,9.52,0.32,0.6,0.38,0.32,0.63,105391,2517,W,,,
63,0.37,0.07,-0.32,58.31,-48.06,15.88,0.82,10.32,0.17,0.6,0.38,0.32,0.63,105430,2556,W,,,
64,0.37,0.07,-0.32,62.5,-68,11.5,0.82,10.32,0.17,0.6,0.38,0.32,0.63,105467,2593,W,,,
65,0.88,-0.55,-1.52,62.5,-68,11.5,0.82,10.32,0.17,0.6,0.38,0.32,0.63,105507,2633,W,,,
66,0.88,-0.55,-1.52,62.5,-68,11.5,1.13,11.16,0.59,0.6,0.38,0.32,0.63,105549,2675,W,,,
67,0.88,-0.55,-1.52,62.5,-68,11.5,1.24,11.39,1.17,0.6,0.38,0.32,0.63,105589,2715,W,,,
68,0.88,-0.55,-1.52,62.5,-68,11.5,0.9,10.97,1.44,0.6,0.38,0.32,0.63,105628,2754,W,,,
69,0.24,-0.06,-0.43,62.5,-68,11.5,0.9,10.97,1.44,0.6,0.38,0.32,0.63,105668,2794,W,,,
70,0.24,-0.06,-0.43,62.5,-68,11.5,-0.44,14.15,0.32,0.6,0.38,0.32,0.63,105709,2835,W,,,
71,0.25,-0.1,-0.58,62.5,-68,11.5,-0.44,14.15,0.32,0.6,0.38,0.32,0.63,105750,2876,W,,,
72,0.25,-0.1,-0.58,62.5,-68,11.5,0.75,8.21,1.7,0.6,0.38,0.32,0.63,105790,2916,W,,,
73,0.25,-0.1,-0.58,62.5,-68,11.5,0.59,9.48,1.55,0.6,0.38,0.32,0.63,105829,2955,W,,,
74,-0.1,-0.3,-0.05,62.5,-68,11.5,0.59,9.48,1.55,0.6,0.38,0.32,0.63,105869,2995,W,,,
75,-0.21,-0.17,0.25,62.5,-68,11.5,0.59,9.48,1.55,0.6,0.38,0.32,0.63,105908,3034,W,,,
76,-0.21,-0.17,0.25,62.5,-68,11.5,0.29,8.79,1.59,0.6,0.38,0.32,0.63,105948,3074,W,,,
77,-0.21,-0.17,0.25,62.5,-68,11.5,0.05,9.1,1.55,0.6,0.38,0.32,0.63,105989,3115,W,,,
78,-0.21,-0.17,0.25,62.5,-68,11.5,0.79,9.79,2.2,0.6,0.38,0.32,0.63,106027,3153,W,,,
79,-0.3,-0.35,0.72,62.5,-68,11.5,0.79,9.79,2.2,0.6,0.38,0.32,0.63,106066,3192,W,,,
80,-0.3,-0.35,0.72,62.5,-68,11.5,1.05,10.32,2.63,0.6,0.38,0.32,0.63,106107,3233,W,,,
81,-0.59,-0.19,1.51,62.5,-68,11.5,1.05,10.32,2.63,0.6,0.38,0.32,0.63,106147,3273,W,,,
82,-0.59,-0.19,1.51,62.5,-68,11.5,1.28,9.9,2.89,0.6,0.38,0.32,0.63,106188,3314,W,,,
83,-0.59,-0.19,1.51,62.5,-68,11.5,1.36,9.71,2.66,0.6,0.38,0.32,0.63,106226,3352,W,,,
84,-0.56,0.41,1.2,62.5,-68,11.5,1.36,9.71,2.66,0.6,0.38,0.32,0.63,106267,3393,W,,,
85,-0.5,0.49,1.1,62.5,-68,11.5,1.36,9.71,2.66,0.6,0.38,0.32,0.63,106307,3433,W,,,
86,-0.5,0.49,1.1,62.5,-68,11.5,1.59,11.86,1.78,0.6,0.38,0.32,0.63,106346,3472,W,,,
87,-0.5,0.49,1.1,62.5,-68,11.5,1.7,13.73,1.93,0.6,0.38,0.32,0.63,106386,3512,W,,,
88,-0.5,0.49,1.1,62.5,-68,11.5,2.01,11.86,1.59,0.6,0.38,0.32,0.63,106425,3551,W,,,
89,-0.32,0.73,0.84,62.5,-68,11.5,2.01,11.86,1.59,0.6,0.38,0.32,0.63,106465,3591,W,,,
90,-0.38,1.19,0.52,62.5,-68,11.5,2.01,11.86,1.59,0.6,0.38,0.32,0.63,106505,3631,W,,,
91,-0.38,1.19,0.52,62.5,-68,11.5,1.28,9.33,0.63,0.6,0.38,0.32,0.63,106546,3672,W,,,
92,-0.38,1.19,0.52,62.5,-68,11.5,1.36,8.45,1.25,0.6,0.38,0.32,0.63,106585,3711,W,,,
93,-0.38,1.19,0.52,62.5,-68,11.5,1.36,8.41,1.59,0.6,0.38,0.32,0.63,106622,3748,W,,,
94,-0.05,0.84,0.03,62.5,-68,11.5,1.36,8.41,1.59,0.6,0.38,0.32,0.63,106660,3786,W,,,
95,-0.05,0.84,0.03,62.5,-68,11.5,0.94,8.52,0.86,0.6,0.38,0.32,0.63,106699,3825,W,,,
96,-0.05,0.84,0.03,62.5,-68,11.5,1.02,8.95,1.25,0.6,0.38,0.32,0.63,106739,3865,W,,,
97,-0.05,0.84,0.03,62.5,-68,11.5,1.17,9.29,0.67,0.6,0.38,0.32,0.63,106776,3902,W,,,
98,0.56,-0.17,-0.71,62.5,-68,11.5,1.17,9.29,0.67,0.6,0.38,0.32,0.63,106816,3942,W,,,
99,0.56,-0.17,-0.71,62.5,-68,11.5,1.13,9.59,0.71,0.6,0.38,0.32,0.63,106857,3983,W,,,
100,0.77,-0.16,-1.17,62.5,-68,11.5,1.13,9.59,0.71,0.6,0.38,0.32,0.63,106897,4023,W,,,
101,0.77,-0.16,-1.17,62.5,-68,11.5,0.48,10.59,0.4,0.6,0.38,0.32,0.63,106937,4063,W,,,
102,0.77,-0.16,-1.17,62.5,-68,11.5,0.21,11.86,0.25,0.6,0.38,0.32,0.63,106975,4101,W,,,
103,1.1,-1.16,-1.65,62.5,-68,11.5,0.21,11.86,0.25,0.6,0.38,0.32,0.63,107017,4143,W,,,
104,1.17,-1.93,-1.58,62.5,-68,11.5,0.21,11.86,0.25,0.6,0.38,0.32,0.63,107058,4184,W,,,
105,1.17,-1.93,-1.58,62.5,-68,11.5,1.28,9.02,1.93,0.6,0.38,0.32,0.63,107098,4224,W,,,
106,1.17,-1.93,-1.58,62.5,-68,11.5,1.66,10.25,2.93,0.6,0.38,0.32,0.63,107138,4264,W,,,
107,1.17,-1.93,-1.58,62.5,-68,11.5,0.79,8.87,2.28,0.6,0.38,0.32,0.63,107176,4302,W,,,
108,0.46,-1.01,-0.01,62.5,-68,11.5,0.79,8.87,2.28,0.6,0.38,0.32,0.63,107216,4342,W,,,
109,0.22,-0.72,0.05,62.5,-68,11.5,0.79,8.87,2.28,0.6,0.38,0.32,0.63,107255,4381,W,,,
110,0.22,-0.72,0.05,62.5,-68,11.5,1.09,8.79,2.63,0.6,0.38,0.32,0.63,107294,4420,W,,,
111,0.22,-0.72,0.05,62.5,-68,11.5,0.52,9.79,2.59,0.6,0.38,0.32,0.63,107334,4460,W,,,
112,0.22,-0.72,0.05,62.5,-68,11.5,0.4,9.9,2.43,0.6,0.38,0.32,0.63,107372,4498,W,,,
113,-0.11,-0.48,0.34,62.5,-68,11.5,0.4,9.9,2.43,0.6,0.38,0.32,0.63,107410,4536,W,,,
114,-0.11,-0.48,0.34,62.5,-68,11.5,1.05,9.67,2.85,0.6,0.38,0.32,0.63,107449,4575,W,,,
115,-0.11,-0.48,0.34,62.5,-68,11.5,1.17,9.86,2.74,0.6,0.38,0.32,0.63,107489,4615,W,,,
116,-0.11,-0.48,0.34,62.5,-68,11.5,1.21,10.05,2.32,0.6,0.38,0.32,0.63,107529,4655,W,,,
117,-0.11,-0.48,0.34,62.31,-91.13,-4.19,1.21,10.05,2.32,0.6,0.38,0.32,0.63,107567,4693,W,,,
118,-0.11,-0.48,0.34,62.31,-91.13,-4.19,1.32,11.32,1.25,0.6,0.38,0.32,0.63,107609,4735,W,,,
119,-0.39,0.31,0.57,62.31,-91.13,-4.19,1.32,11.32,1.25,0.6,0.38,0.32,0.63,107648,4774,W,,,
120,-0.39,0.31,0.57,62.31,-91.13,-4.19,1.59,11.59,0.4,0.6,0.38,0.32,0.63,107687,4813,W,,,
121,-0.39,0.31,0.57,62.31,-91.13,-4.19,0.86,11.89,0.17,0.6,0.38,0.32,0.63,107725,4851,W,,,
122,-0.68,0.96,1.01,62.31,-91.13,-4.19,0.86,11.89,0.17,0.6,0.38,0.32,0.63,107766,4892,W,,,
123,-0.51,0.48,1.17,62.31,-91.13,-4.19,0.86,11.89,0.17,0.6,0.38,0.32,0.63,107806,4932,W,,,
124,-0.51,0.48,1.17,62.31,-91.13,-4.19,0.59,8.48,-0.06,0.6,0.38,0.32,0.63,107845,4971,W,,,
125,-0.51,0.48,1.17,62.31,-91.13,-4.19,0.55,9.06,-0.17,0.6,0.38,0.32,0.63,107885,5011,W,,,
126,-0.51,0.48,1.17,62.31,-91.13,-4.19,0.32,9.25,-0.32,0.6,0.38,0.32,0.63,107923,5049,W,,,
127,-0.1,0.5,0.26,62.31,-91.13,-4.19,0.32,9.25,-0.32,0.6,0.38,0.32,0.63,107963,5089,W,,,
128,0.03,0.18,-0.08,62.31,-91.13,-4.19,0.32,9.25,-0.32,0.6,0.38,0.32,0.63,108003,5129,W,,,
129,0.03,0.18,-0.08,62.31,-91.13,-4.19,0.02,9.36,-0.06,0.6,0.38,0.32,0.63,108043,5169,W,,,
130,0.03,0.18,-0.08,62.31,-91.13,-4.19,-0.21,9.55,0.02,0.6,0.38,0.32,0.63,108083,5209,W,,,
131,0.03,0.18,-0.08,62.31,-91.13,-4.19,-0.1,9.67,0.17,0.6,0.38,0.32,0.63,108121,5247,W,,,
132,0.42,0.4,-1.07,62.31,-91.13,-4.19,-0.1,9.67,0.17,0.6,0.38,0.32,0.63,108160,5286,W,,,
133,0.42,0.4,-1.07,62.31,-91.13,-4.19,-0.67,11.63,-0.06,0.6,0.38,0.32,0.63,108199,5325,W,,,
134,0.42,0.4,-1.07,62.31,-91.13,-4.19,-1.4,15.34,-0.98,0.6,0.38,0.32,0.63,108239,5365,W,,,
135,0.42,0.4,-1.07,62.31,-91.13,-4.19,-0.79,13.85,-0.48,0.6,0.38,0.32,0.63,108279,5405,W,,,
136,0.42,0.4,-1.07,48.69,-91.06,-7.44,-0.79,13.85,-0.48,0.6,0.38,0.32,0.63,108318,5444,W,,,
137,0.42,0.4,-1.07,48.69,-91.06,-7.44,0.48,9.9,2.51,0.6,0.38,0.32,0.63,108359,5485,W,,,
138,0.68,0.25,-0.67,48.69,-91.06,-7.44,0.48,9.9,2.51,0.6,0.38,0.32,0.63,108398,5524,W,,,
139,0.68,0.25,-0.67,48.69,-91.06,-7.44,0.36,9.63,2.7,0.6,0.38,0.32,0.63,108437,5563,W,,,
140,0.68,0.25,-0.67,48.69,-91.06,-7.44,0.9,9.82,2.7,0.6,0.38,0.32,0.63,108474,5600,W,,,
141,0.2,0.48,-0.25,48.69,-91.06,-7.44,0.9,9.82,2.7,0.6,0.38,0.32,0.63,108515,5641,W,,,
142,0.1,-0.14,0.01,48.69,-91.06,-7.44,0.9,9.82,2.7,0.6,0.38,0.32,0.63,108555,5681,W,,,
143,0.1,-0.14,0.01,48.69,-91.06,-7.44,0.71,9.33,2.47,0.6,0.38,0.32,0.63,108594,5720,W,,,
144,0.1,-0.14,0.01,48.69,-91.06,-7.44,0.59,9.06,2.43,0.6,0.38,0.32,0.63,108633,5759,W,,,
145,0.1,-0.14,0.01,48.69,-91.06,-7.44,0.86,8.87,2.2,0.6,0.38,0.32,0.63,108670,5796,W,,,
146,-0.41,0.77,0.31,48.69,-91.06,-7.44,0.86,8.87,2.2,0.6,0.38,0.32,0.63,108709,5835,W,,,
147,-0.36,0.35,0.22,48.69,-91.06,-7.44,0.86,8.87,2.2,0.6,0.38,0.32,0.63,108748,5874,W,,,
148,-0.36,0.35,0.22,48.69,-91.06,-7.44,0.52,11.43,0.86,0.6,0.38,0.32,0.63,108787,5913,W,,,
149,-0.36,0.35,0.22,48.69,-91.06,-7.44,0.29,12.96,0.4,0.6,0.38,0.32,0.63,108825,5951,W,,,
150,-0.59,0.5,0.31,48.69,-91.06,-7.44,0.29,12.96,0.4,0.6,0.38,0.32,0.63,108865,5991,W,,,
151,-0.71,1.28,0.62,48.69,-91.06,-7.44,0.29,12.96,0.4,0.6,0.38,0.32,0.63,108905,6031,W,,,
152,-0.71,1.28,0.62,48.69,-91.06,-7.44,0.79,12.24,-1.4,0.6,0.38,0.32,0.63,108945,6071,W,,,
153,-0.71,1.28,0.62,48.69,-91.06,-7.44,1.21,10.86,-1.93,0.6,0.38,0.32,0.63,108986,6112,W,,,
154,-0.71,1.28,0.62,48.69,-91.06,-7.44,0.71,8.6,-2.01,0.6,0.38,0.32,0.63,109025,6151,W,,,
155,-0.6,1.52,1.09,48.69,-91.06,-7.44,0.71,8.6,-2.01,0.6,0.38,0.32,0.63,109065,6191,W,,,
156,-0.6,1.52,1.09,48.69,-91.06,-7.44,0.71,9.94,-2.39,0.6,0.38,0.32,0.63,109105,6231,W,,,
157,-0.6,1.52,1.09,48.69,-91.06,-7.44,0.09,10.67,-2.39,0.6,0.38,0.32,0.63,109146,6272,T,,,
158,-0.6,1.52,1.09,48.69,-91.06,-7.44,-0.25,10.82,-1.82,0.6,0.38,0.32,0.63,109186,6312,T,,,
159,-0.6,1.52,1.09,48.69,-91.06,-7.44,-0.25,10.32,-0.94,0.6,0.38,0.32,0.63,109224,6350,T,,,
160,-0.06,1.24,0.44,48.69,-91.06,-7.44,-0.25,10.32,-0.94,0.6,0.38,0.32,0.63,109266,6392,T,,,
161,-0.06,1.05,0.31,48.69,-91.06,-7.44,-0.25,10.32,-0.94,0.6,0.38,0.32,0.63,109306,6432,T,,,
162,-0.06,1.05,0.31,48.69,-91.06,-7.44,0.17,10.74,0.25,0.6,0.38,0.32,0.63,109346,6472,T,,,
163,-0.06,1.05,0.31,48.69,-91.06,-7.44,0.75,10.32,0.4,0.6,0.38,0.32,0.63,109386,6512,T,,,
164,-0.06,1.05,0.31,48.69,-91.06,-7.44,1.13,9.06,1.36,0.6,0.38,0.32,0.63,109425,6551,T,,,
165,0.6,1.78,-0.11,48.69,-91.06,-7.44,1.13,9.06,1.36,0.6,0.38,0.32,0.63,109464,6590,T,,,
166,0.46,2.18,0.02,48.69,-91.06,-7.44,1.13,9.06,1.36,0.6,0.38,0.32,0.63,109504,6630,T,,,
167,0.46,2.18,0.02,48.69,-91.06,-7.44,1.21,9.1,1.17,0.6,0.38,0.32,0.63,109543,6669,T,,,
168,0.46,2.18,0.02,48.69,-91.06,-7.44,1.17,8.48,0.59,0.6,0.38,0.32,0.63,109582,6708,T,,,
169,0.46,2.18,0.02,48.69,-91.06,-7.44,1.05,8.64,0.44,0.6,0.38,0.32,0.63,109619,6745,T,,,
170,0.39,2.82,0.68,48.69,-91.06,-7.44,1.05,8.64,0.44,0.6,0.38,0.32,0.63,109658,6784,T,,,
171,0.39,2.82,0.68,48.69,-91.06,-7.44,0.59,8.45,-0.4,0.6,0.38,0.32,0.63,109697,6823,T,,,
172,0.39,2.82,0.68,48.69,-91.06,-7.44,0.82,7.68,-1.17,0.6,0.38,0.32,0.63,109736,6862,T,,,
173,0.39,2.82,0.68,48.69,-91.06,-7.44,1.09,11.09,-0.71,0.6,0.38,0.32,0.63,109773,6899,T,,,
174,0.15,2.02,0.8,48.69,-91.06,-7.44,1.09,11.09,-0.71,0.6,0.38,0.32,0.63,109813,6939,T,,,
175,0.15,2.02,0.8,48.69,-91.06,-7.44,1.47,9.82,-0.94,0.6,0.38,0.32,0.63,109853,6979,T,,,
176,0.15,2.02,0.8,48.69,-91.06,-7.44,1.82,9.94,-0.67,0.6,0.38,0.32,0.63,109894,7020,T,,,
177,0.15,2.02,0.8,48.69,-91.06,-7.44,1.89,9.36,0.79,0.6,0.38,0.32,0.63,109933,7059,T,,,
178,0.15,2.02,0.8,48.69,-91.06,-7.44,1.93,8.6,0.71,0.6,0.38,0.32,0.63,109971,7097,T,,,
179,0.08,0.5,0.42,48.69,-91.06,-7.44,1.93,8.6,0.71,0.6,0.38,0.32,0.63,110009,7135,T,,,
180,0.08,0.5,0.42,48.69,-91.06,-7.44,1.51,9.86,0.67,0.6,0.38,0.32,0.63,110048,7174,T,,,
181,0.08,0.5,0.42,48.69,-91.06,-7.44,1.93,8.98,0.29,0.6,0.38,0.32,0.63,110087,7213,T,,,
182,0.08,0.5,0.42,48.69,-91.06,-7.44,2.2,10.25,0.63,0.6,0.38,0.32,0.63,110124,7250,T,,,
183,-0.15,0.71,0.13,48.69,-91.06,-7.44,2.2,10.25,0.63,0.6,0.38,0.32,0.63,110162,7288,T,,,
184,-0.15,0.71,0.13,48.69,-91.06,-7.44,2.39,10.55,1.17,0.6,0.38,0.32,0.63,110204,7330,T,,,
185,-0.12,0.91,0.01,48.69,-91.06,-7.44,2.39,10.55,1.17,0.6,0.38,0.32,0.63,110242,7368,T,,,
186,-0.12,0.91,0.01,48.69,-91.06,-7.44,2.16,10.13,1.66,0.6,0.38,0.32,0.63,110282,7408,T,,,
187,-0.12,0.91,0.01,48.69,-91.06,-7.44,2.01,10.44,1.74,0.6,0.38,0.32,0.63,110321,7447,T,,,
188,-0.12,0.91,0.01,48.69,-91.06,-7.44,2.13,10.4,1.66,0.6,0.38,0.32,0.63,110361,7487,T,,,
189,0.03,0.58,-0.18,48.69,-91.06,-7.44,2.13,10.4,1.66,0.6,0.38,0.32,0.63,110401,7527,T,,,
190,0.03,0.58,-0.18,48.69,-91.06,-7.44,2.32,10.78,1.28,0.6,0.38,0.32,0.63,110441,7567,T,,,
191,0.03,0.58,-0.18,48.69,-91.06,-7.44,2.32,10.86,1.4,0.6,0.38,0.32,0.63,110481,7607,T,,,
192,0.03,0.58,-0.18,48.69,-91.06,-7.44,2.01,10.36,1.28,0.6,0.38,0.32,0.63,110519,7645,T,,,
193,-0.15,0.43,0.01,48.69,-91.06,-7.44,2.01,10.36,1.28,0.6,0.38,0.32,0.63,110558,7684,T,,,
194,-0.15,0.43,0.01,48.69,-91.06,-7.44,1.28,9.4,1.59,0.6,0.38,0.32,0.63,110597,7723,T,,,
195,-0.15,0.43,0.01,48.69,-91.06,-7.44,1.44,9.86,1.7,0.6,0.38,0.32,0.63,110636,7762,T,,,
196,-0.15,0.43,0.01,48.69,-91.06,-7.44,1.47,10.05,1.55,0.6,0.38,0.32,0.63,110673,7799,T,,,
197,-0.04,-0.26,-0.02,48.69,-91.06,-7.44,1.47,10.05,1.55,0.6,0.38,0.32,0.63,110713,7839,T,,,
198,-0.3,0.06,0.14,48.69,-91.06,-7.44,1.47,10.05,1.55,0.6,0.38,0.32,0.63,110754,7880,T,,,
199,-0.3,0.06,0.14,48.69,-91.06,-7.44,1.47,9.86,2.43,0.6,0.38,0.32,0.63,110795,7921,T,,,
200,-0.3,0.06,0.14,48.69,-91.06,-7.44,1.51,11.16,2.78,0.6,0.38,0.32,0.63,110834,7960,T,,,
201,-0.3,0.06,0.14,48.69,-91.06,-7.44,0.9,9.86,2.59,0.6,0.38,0.32,0.63,110872,7998,T,,,
202,-0.9,0.07,0.42,48.69,-91.06,-7.44,0.9,9.86,2.59,0.6,0.38,0.32,0.63,110911,8037,T,,,
203,-0.9,0.07,0.42,48.69,-91.06,-7.44,2.39,8.87,3.27,0.6,0.38,0.32,0.63,110950,8076,T,,,
204,-0.89,0.59,0.47,48.69,-91.06,-7.44,2.39,8.87,3.27,0.6,0.38,0.32,0.63,110989,8115,T,,,
