,Xg,Yg,Zg,Xm,Ym,Zm,Xa,Ya,Za,Xq,Yq,Zq,DirecHTion,SensorHTime,HTime,Label
1028,0.88,-0.01,-1.27,3.19,-22.69,-9.06,-5.44,1.07,7.67,0.17,0.33,0.07,0.93,400648,43860,HT
1029,0.88,-0.01,-1.27,3.19,-22.69,-9.06,-5.44,1.07,7.67,0.17,0.33,-0.06,0.93,400715,43927,HT
1030,0.88,-0.01,-1.27,3.19,-22.69,-9.06,-5.48,0.76,7.82,0.17,0.33,-0.06,0.93,400739,43951,HT
1031,0.88,-0.01,-1.27,3.19,-22.69,-9.06,-5.63,0.88,7.4,0.17,0.33,-0.06,0.93,400796,44008,HT
1032,0.88,-0.01,-1.27,3.19,-22.69,-9.06,-5.44,1.11,7.13,0.17,0.33,-0.06,0.93,400822,44034,HT
1033,0.88,-0.01,-1.27,3.19,-22.69,-9.06,-6.2,1.53,6.63,0.17,0.33,-0.06,0.93,400840,44052,HT
1034,1.35,-0.62,-2.4,3.19,-22.69,-9.06,-6.2,1.53,6.63,0.17,0.33,-0.06,0.93,400858,44070,HT
1035,1.35,-0.62,-2.4,3.19,-22.69,-9.06,-6.28,1.53,6.56,0.17,0.33,-0.06,0.93,400872,44084,HT
1036,1.35,-0.62,-2.4,3.19,-22.69,-9.06,-6.47,1.3,6.48,0.17,0.33,-0.06,0.93,400886,44098,HT
1037,1.42,-0.53,-2.43,3.19,-22.69,-9.06,-6.47,1.3,6.48,0.17,0.33,-0.06,0.93,400900,44112,HT
1038,1.42,-0.53,-2.43,3.19,-22.69,-9.06,-6.47,1.3,6.48,0.22,0.29,-0.35,0.86,400914,44126,HT
1039,1.42,-0.53,-2.43,3.19,-22.69,-9.06,-6.59,1.3,6.48,0.22,0.29,-0.35,0.86,400928,44140,HT
1040,1.48,-0.28,-2.35,3.19,-22.69,-9.06,-6.59,1.3,6.48,0.22,0.29,-0.35,0.86,400943,44155,HT
1041,1.48,-0.28,-2.35,3.19,-22.69,-9.06,-6.59,1.3,6.48,0.23,0.28,-0.41,0.84,400961,44173,HT
1042,1.48,-0.28,-2.35,3.19,-22.69,-9.06,-6.62,1.34,6.48,0.23,0.28,-0.41,0.84,401333,44545,HT
1043,1.46,-0.05,-2.19,3.19,-22.69,-9.06,-6.62,1.34,6.48,0.23,0.28,-0.41,0.84,401356,44568,HT
1044,0.74,0.11,0.14,3.19,-22.69,-9.06,-6.62,1.34,6.48,0.23,0.28,-0.41,0.84,401371,44583,HT
1045,0.74,0.11,0.14,3.19,-22.69,-9.06,-7.32,-1.27,6.02,0.23,0.28,-0.41,0.84,401386,44598,HT
1046,0.89,-0.14,0.06,3.19,-22.69,-9.06,-7.32,-1.27,6.02,0.23,0.28,-0.41,0.84,401606,44818,HT
1047,0.89,-0.14,0.06,3.19,-22.69,-9.06,-7.32,-1.27,6.02,0.28,0.25,-0.64,0.67,401629,44841,HT
1048,0.89,-0.14,0.06,3.19,-22.69,-9.06,-6.13,2.56,7.09,0.28,0.25,-0.64,0.67,401643,44855,HT
1049,0.28,-0.11,-0.26,3.19,-22.69,-9.06,-6.13,2.56,7.09,0.28,0.25,-0.64,0.67,401665,44877,HT
1050,0.28,-0.11,-0.26,3.19,-22.69,-9.06,-4.94,3.06,6.29,0.28,0.25,-0.64,0.67,401678,44890,HT
1051,-0.17,-0.1,-0.55,3.19,-22.69,-9.06,-4.94,3.06,6.29,0.28,0.25,-0.64,0.67,401696,44908,HT
1052,-0.17,-0.1,-0.55,3.19,-22.69,-9.06,-4.94,3.06,6.29,0.32,0.21,-0.67,0.63,401992,45204,HT
1053,-0.17,-0.1,-0.55,3.19,-22.69,-9.06,-4.02,2.41,5.68,0.32,0.21,-0.67,0.63,402017,45229,HT
1054,-0.17,-0.1,-0.55,3.19,-22.69,-9.06,-3.25,-15.98,1.88,0.32,0.21,-0.67,0.63,402032,45244,HT
1055,-0.17,-0.1,-0.55,3.19,-22.69,-9.06,-3.68,-16.55,1.2,0.32,0.21,-0.67,0.63,402046,45258,HT
1056,-2.7,-0.16,-3.83,3.19,-22.69,-9.06,-3.68,-16.55,1.2,0.32,0.21,-0.67,0.63,402062,45274,HT
1057,-2.7,-0.16,-3.83,3.19,-22.69,-9.06,-4.29,-15.55,0.5,0.32,0.21,-0.67,0.63,402077,45289,HT
1058,-2.7,-0.16,-3.83,3.19,-22.69,-9.06,-4.1,-14.25,1.27,0.32,0.21,-0.67,0.63,402680,45892,HT
1059,-1.7,-0.53,-1.53,3.19,-22.69,-9.06,-4.1,-14.25,1.27,0.32,0.21,-0.67,0.63,402716,45928,HT
1060,-1.7,-0.53,-1.53,3.19,-22.69,-9.06,-4.02,-11.46,2.57,0.32,0.21,-0.67,0.63,402737,45949,HT
1061,-1.7,-0.53,-1.53,3.19,-22.69,-9.06,-4.21,-10.57,2.61,0.32,0.21,-0.67,0.63,402762,45974,HT
1062,1.67,-0.55,3.03,3.19,-22.69,-9.06,-4.21,-10.57,2.61,0.32,0.21,-0.67,0.63,402778,45990,HT
1063,1.67,-0.55,3.03,3.19,-22.69,-9.06,-4.06,-7.47,2.57,0.32,0.21,-0.67,0.63,402796,46008,HT
1064,1.32,-0.93,2.49,3.19,-22.69,-9.06,-4.06,-7.47,2.57,0.32,0.21,-0.67,0.63,402812,46024,HT
1065,1.32,-0.93,2.49,3.19,-22.69,-9.06,-3.25,-5.94,2.69,0.32,0.21,-0.67,0.63,402826,46038,HT
1066,0.94,-0.71,1.83,3.19,-22.69,-9.06,-3.25,-5.94,2.69,0.32,0.21,-0.67,0.63,402842,46054,HT
1067,0.94,-0.71,1.83,3.19,-22.69,-9.06,-3.25,-5.94,2.69,0.24,0.42,-0.74,0.46,403372,46584,HW
1068,0.94,-0.71,1.83,-7.62,4.56,-39,-3.25,-5.94,2.69,0.24,0.42,-0.74,0.46,403397,46609,HW
1069,0.94,-0.71,1.83,-7.62,4.56,-39,-3.37,-11.76,2.23,0.24,0.42,-0.74,0.46,403412,46624,HW
1070,0.94,-0.71,1.83,-7.62,4.56,-39,-4.48,-11.84,1.92,0.24,0.42,-0.74,0.46,403427,46639,HW
1071,-1.75,0.65,-2.05,-7.62,4.56,-39,-4.48,-11.84,1.92,0.24,0.42,-0.74,0.46,403461,46673,HW
1072,-1.75,0.65,-2.05,-7.62,4.56,-39,-4.48,-11.84,1.92,-0.12,0.68,-0.69,0.22,403556,46768,HW
1073,-1.75,0.65,-2.05,-7.62,4.56,-39,-4.25,-11.15,1.96,-0.12,0.68,-0.69,0.22,403580,46792,HW
1074,-1.75,0.65,-2.05,-7.62,4.56,-39,-5.25,-9.96,2.54,-0.12,0.68,-0.69,0.22,403597,46809,HW
1075,-0.29,0.96,-0.02,-7.62,4.56,-39,-5.25,-9.96,2.54,-0.12,0.68,-0.69,0.22,403979,47191,HW
1076,-0.29,0.96,-0.02,-7.62,4.56,-39,-6.17,-9.5,2.23,-0.12,0.68,-0.69,0.22,404004,47216,HW
1077,1.86,-0.67,2.88,-7.62,4.56,-39,-6.17,-9.5,2.23,-0.12,0.68,-0.69,0.22,404030,47242,HW
1078,1.86,-0.67,2.88,-7.62,4.56,-39,-4.21,-10.5,2.8,-0.12,0.68,-0.69,0.22,404052,47264,HW
1079,1.75,-0.32,2.88,-7.62,4.56,-39,-4.21,-10.5,2.8,-0.12,0.68,-0.69,0.22,404068,47280,HW
1080,1.75,-0.32,2.88,-7.62,4.56,-39,-4.98,-9.96,2.69,-0.12,0.68,-0.69,0.22,404336,47548,HW
1081,1.75,-0.32,2.88,-7.62,4.56,-39,-4.86,-9.2,2.61,-0.12,0.68,-0.69,0.22,404360,47572,HW
1082,-0.07,-0.19,0.29,-7.62,4.56,-39,-4.86,-9.2,2.61,-0.12,0.68,-0.69,0.22,404375,47587,HW
1083,-0.07,-0.19,0.29,-7.62,4.56,-39,-3.83,-3.49,3.84,-0.12,0.68,-0.69,0.22,404560,47772,HW
1084,-0.29,0.1,0.01,-7.62,4.56,-39,-3.83,-3.49,3.84,-0.12,0.68,-0.69,0.22,404719,47931,HW
1085,-0.29,0.1,0.01,-7.62,4.56,-39,-4.48,-8.62,2.5,-0.12,0.68,-0.69,0.22,404741,47953,HW
1086,-0.29,0.1,0.01,-7.62,4.56,-39,-4.21,-10.73,2.27,-0.12,0.68,-0.69,0.22,404757,47969,HW
1087,-2.04,-0.01,-2.45,-7.62,4.56,-39,-4.21,-10.73,2.27,-0.12,0.68,-0.69,0.22,404775,47987,HW
1088,-2.04,-0.01,-2.45,-7.62,4.56,-39,-4.79,-11.46,2.11,-0.12,0.68,-0.69,0.22,404793,48005,HW
1089,-2.04,-0.01,-2.45,-7.62,4.56,-39,-3.95,-11.73,2.23,-0.12,0.68,-0.69,0.22,404818,48030,HW
1090,-1.71,0.61,-2,-7.62,4.56,-39,-3.95,-11.73,2.23,-0.12,0.68,-0.69,0.22,405087,48299,HW
1091,-1.71,0.61,-2,-7.62,4.56,-39,-5.17,-11.27,2.23,-0.12,0.68,-0.69,0.22,405114,48326,HW
1092,0.62,0.86,0.63,-7.62,4.56,-39,-5.17,-11.27,2.23,-0.12,0.68,-0.69,0.22,405131,48343,HW
1093,0.62,0.86,0.63,-7.62,4.56,-39,-4.14,-12.95,2.11,-0.12,0.68,-0.69,0.22,405151,48363,HW
1094,0.81,0.86,1.15,-7.62,4.56,-39,-4.14,-12.95,2.11,-0.12,0.68,-0.69,0.22,405170,48382,HW
1095,0.81,0.86,1.15,-7.62,4.56,-39,-3.79,-10.73,2.42,-0.12,0.68,-0.69,0.22,405185,48397,HW
1096,1,-0.21,1.55,-7.62,4.56,-39,-3.79,-10.73,2.42,-0.12,0.68,-0.69,0.22,405254,48466,HW
1097,1,-0.21,1.55,-7.62,4.56,-39,-3.79,-10.73,2.42,-0.03,0.69,-0.71,0.13,406166,49378,HW
1098,1,-0.21,1.55,-7.62,4.56,-39,-3.06,-11.54,2.34,-0.03,0.69,-0.71,0.13,406186,49398,HW
1099,1,-0.21,1.55,-7.62,4.56,-39,-3.87,-9.39,5.06,-0.03,0.69,-0.71,0.13,406209,49421,HW
1100,-0.31,3.44,-1.13,-7.62,4.56,-39,-3.87,-9.39,5.06,-0.03,0.69,-0.71,0.13,406226,49438,HW
1101,-0.31,3.44,-1.13,-7.62,4.56,-39,-9.69,-8.85,1.23,-0.03,0.69,-0.71,0.13,406241,49453,HW
1102,0.06,-1.45,-1.14,-7.62,4.56,-39,-9.69,-8.85,1.23,-0.03,0.69,-0.71,0.13,406285,49497,HW
1103,0.06,-1.45,-1.14,-7.62,4.56,-39,-9.69,-8.85,1.23,-0.02,0.7,-0.7,0.13,406311,49523,HW
1104,0.06,-1.45,-1.14,-7.62,4.56,-39,-3.1,-7.62,2.04,-0.02,0.7,-0.7,0.13,406327,49539,HW
1105,0.06,-1.45,-1.14,-7.62,4.56,-39,-5.09,-8.7,0.81,-0.02,0.7,-0.7,0.13,406847,50059,HW
1106,0.28,0.22,-0.45,-7.62,4.56,-39,-5.09,-8.7,0.81,-0.02,0.7,-0.7,0.13,406869,50081,HW
1107,0.59,-1.37,2.93,-7.62,4.56,-39,-5.09,-8.7,0.81,-0.02,0.7,-0.7,0.13,406883,50095,HW
1108,0.59,-1.37,2.93,-7.62,4.56,-39,-6.17,-5.02,3.23,-0.02,0.7,-0.7,0.13,406898,50110,HW
1109,0.25,-1.14,2.92,-7.62,4.56,-39,-6.17,-5.02,3.23,-0.02,0.7,-0.7,0.13,407261,50473,HW
1110,0.25,-1.14,2.92,-7.62,4.56,-39,-6.17,-5.02,3.23,0.13,0.46,-0.64,0.61,407285,50497,HW
1111,0.25,-1.14,2.92,-7.62,4.56,-39,-7.51,-0.81,4.64,0.13,0.46,-0.64,0.61,407309,50521,HW
1112,-0.87,0.44,1.67,-7.62,4.56,-39,-7.51,-0.81,4.64,0.13,0.46,-0.64,0.61,407335,50547,HW
1113,-0.87,0.44,1.67,-7.62,4.56,-39,-7.7,-0.12,5.37,0.13,0.46,-0.64,0.61,407355,50567,HW
1114,-0.88,-0.03,1.42,-7.62,4.56,-39,-7.7,-0.12,5.37,0.13,0.46,-0.64,0.61,407516,50728,HW
1115,-0.88,-0.03,1.42,-7.62,4.56,-39,-7.39,0.23,5.71,0.13,0.46,-0.64,0.61,407542,50754,HW
1116,-0.88,-0.03,1.42,-7.62,4.56,-39,-6.05,1.37,5.48,0.13,0.46,-0.64,0.61,407566,50778,HW
1117,-0.98,-0.07,0.22,-7.62,4.56,-39,-6.05,1.37,5.48,0.13,0.46,-0.64,0.61,407585,50797,HW
1118,-0.98,-0.07,0.22,-7.62,4.56,-39,-6.74,0.76,6.06,0.13,0.46,-0.64,0.61,407602,50814,HW
1119,-0.9,0.16,-0.07,-7.62,4.56,-39,-6.74,0.76,6.06,0.13,0.46,-0.64,0.61,407624,50836,HW
1120,-0.9,0.16,-0.07,-7.62,4.56,-39,-6.74,0.76,6.06,0.06,0.4,-0.02,0.91,407641,50853,HW
1121,-0.9,0.21,-0.11,-7.62,4.56,-39,-6.74,0.76,6.06,0.06,0.4,-0.02,0.91,407681,50893,HW
1122,-0.9,0.21,-0.11,-7.62,4.56,-39,-6.74,0.76,6.06,0.04,0.41,-0.02,0.91,407838,51050,HW
1123,-0.9,0.21,-0.11,-7.62,4.56,-39,-6.93,0.38,5.91,0.04,0.41,-0.02,0.91,407866,51078,HW
1124,-0.9,0.21,-0.11,-7.62,4.56,-39,-6.36,-0.31,5.1,0.04,0.41,-0.02,0.91,407882,51094,HW
1125,-0.9,0.21,-0.11,-7.62,4.56,-39,-6.05,-0.54,5.18,0.04,0.41,-0.02,0.91,407896,51108,HW
1126,-0.8,0.21,-0.76,-7.62,4.56,-39,-6.05,-0.54,5.18,0.04,0.41,-0.02,0.91,407910,51122,HW
1127,-0.8,0.21,-0.76,-7.62,4.56,-39,-6.05,-0.54,5.18,-0.07,0.43,-0.02,0.9,408195,51407,HW
1128,-0.8,0.21,-0.76,-7.62,4.56,-39,-5.63,-1.42,5.03,-0.07,0.43,-0.02,0.9,408218,51430,HW
1129,-0.8,0.21,-0.76,-7.62,4.56,-39,-6.7,-4.98,4.49,-0.07,0.43,-0.02,0.9,408248,51460,HW
1130,-0.8,0.21,-0.76,-7.62,4.56,-39,-6.78,-5.98,4.99,-0.07,0.43,-0.02,0.9,408262,51474,HW
1131,-0.82,-0.01,-0.99,-7.62,4.56,-39,-6.78,-5.98,4.99,-0.07,0.43,-0.02,0.9,408278,51490,HW
1132,-0.82,-0.01,-0.99,-7.62,4.56,-39,-6.7,-6.94,4.72,-0.07,0.43,-0.02,0.9,408293,51505,HW
1133,-0.86,-0.17,-0.92,-7.62,4.56,-39,-6.7,-6.94,4.72,-0.07,0.43,-0.02,0.9,409299,52511,HW
1134,-0.86,-0.17,-0.92,-7.62,4.56,-39,-6.7,-6.94,4.72,-0.32,0.41,-0.12,0.85,410517,53729,HW
1135,0.1,-0.19,0.37,-7.62,4.56,-39,-6.7,-6.94,4.72,-0.32,0.41,-0.12,0.85,410533,53745,HW
1136,0.1,-0.19,0.37,-7.62,4.56,-39,-6.51,-9.46,5.56,-0.32,0.41,-0.12,0.85,410551,53763,HW
1137,0.1,-0.19,0.37,-7.62,4.56,-39,-6.32,-9.27,5.71,-0.32,0.41,-0.12,0.85,410571,53783,HW
1138,0.57,-0.08,0.58,-7.62,4.56,-39,-6.32,-9.27,5.71,-0.32,0.41,-0.12,0.85,410587,53799,HW
1139,0.57,-0.08,0.58,-7.62,4.56,-39,-6.39,-8.93,5.45,-0.32,0.41,-0.12,0.85,410893,54105,HT
1140,0.63,-0.21,0.69,-7.62,4.56,-39,-6.39,-8.93,5.45,-0.32,0.41,-0.12,0.85,410920,54132,HT
1141,0.63,-0.21,0.69,-7.62,4.56,-39,-4.59,-2.53,4.61,-0.32,0.41,-0.12,0.85,410934,54146,HT
1142,0.63,-0.21,0.69,-7.62,4.56,-39,-4.71,-2.3,4.8,-0.32,0.41,-0.12,0.85,410948,54160,HT
1143,1.5,-0.61,1.55,-7.62,4.56,-39,-4.71,-2.3,4.8,-0.32,0.41,-0.12,0.85,410962,54174,HT
1144,1.5,-0.61,1.55,-7.62,4.56,-39,-4.71,-2.3,4.8,-0.12,0.35,0.06,0.93,410989,54201,HT
1145,1.5,-0.61,1.55,-7.62,4.56,-39,-4.63,-1.69,4.76,-0.12,0.35,0.06,0.93,411198,54410,HT
1146,1.5,-0.61,1.55,-7.62,4.56,-39,-4.9,-1.15,5.14,-0.12,0.35,0.06,0.93,411222,54434,HT
1147,-0.5,0.41,0.03,-7.62,4.56,-39,-4.9,-1.15,5.14,-0.12,0.35,0.06,0.93,411244,54456,HT
1148,-0.5,0.41,0.03,-7.62,4.56,-39,-4.82,2.83,6.94,-0.12,0.35,0.06,0.93,411259,54471,HT
1149,-0.5,0.41,0.03,-7.62,4.56,-39,-5.02,2.87,7.67,-0.12,0.35,0.06,0.93,411273,54485,HT
1150,-0.87,0.2,0.2,-7.62,4.56,-39,-5.02,2.87,7.67,-0.12,0.35,0.06,0.93,411983,55195,HT
1151,-0.87,0.2,0.2,-7.62,4.56,-39,-5.17,2.64,8.01,-0.12,0.35,0.06,0.93,412023,55235,HT
1152,-0.87,0.2,0.2,-7.62,4.56,-39,-6.2,0.73,7.21,-0.12,0.35,0.06,0.93,412048,55260,HT
1153,-0.87,0.2,0.2,-7.62,4.56,-39,-5.86,1.14,7.36,-0.12,0.35,0.06,0.93,412066,55278,HT
1154,-0.12,-0.01,0.43,-7.62,4.56,-39,-5.86,1.14,7.36,-0.12,0.35,0.06,0.93,412088,55300,HT
1155,-0.12,-0.01,0.43,-7.62,4.56,-39,-5.71,1.3,7.25,-0.12,0.35,0.06,0.93,412106,55318,HT
1156,-0.19,-0.09,-0.02,-7.62,4.56,-39,-5.71,1.3,7.25,-0.12,0.35,0.06,0.93,412121,55333,HT
1157,-0.19,-0.09,-0.02,-7.62,4.56,-39,-5.71,1.3,7.25,-0.14,0.32,0.69,0.63,412140,55352,HT
1158,-0.19,-0.09,-0.02,-7.62,4.56,-39,-5.13,1.41,6.86,-0.14,0.32,0.69,0.63,412157,55369,HT
1159,-0.4,0.02,-0.55,-7.62,4.56,-39,-5.13,1.41,6.86,-0.14,0.32,0.69,0.63,412171,55383,HT
1160,-0.4,0.02,-0.55,-7.62,4.56,-39,-5.13,1.41,6.86,-0.14,0.31,0.69,0.64,412190,55402,HT
1161,-0.4,0.02,-0.55,-7.62,4.56,-39,-4.44,1.57,6.37,-0.14,0.31,0.69,0.64,412205,55417,HT
1162,-0.4,0.02,-0.55,-7.62,4.56,-39,-3.71,1.68,5.71,-0.14,0.31,0.69,0.64,412220,55432,HT
1163,-0.81,0.31,-1.18,-7.62,4.56,-39,-3.71,1.68,5.71,-0.14,0.31,0.69,0.64,412235,55447,HT
1164,-0.81,0.31,-1.18,-7.62,4.56,-39,-3.41,1.37,5.1,-0.14,0.31,0.69,0.64,412250,55462,HT
1165,-1.34,0.08,-2.15,-7.62,4.56,-39,-3.41,1.37,5.1,-0.14,0.31,0.69,0.64,412263,55475,HT
1166,-1.34,0.08,-2.15,-7.62,4.56,-39,-3.41,1.37,5.1,-0.19,0.28,0.66,0.67,412519,55731,HT
1167,-1.34,0.08,-2.15,14.69,-12.19,-47.81,-3.41,1.37,5.1,-0.19,0.28,0.66,0.67,412542,55754,HT
1168,-1.34,0.08,-2.15,14.69,-12.19,-47.81,-3.79,-10.57,3.84,-0.19,0.28,0.66,0.67,412555,55767,HT
1169,-1.34,0.08,-2.15,14.69,-12.19,-47.81,-3.87,-11.84,3.72,-0.19,0.28,0.66,0.67,412572,55784,HT
1170,-2.95,1.12,-3.42,14.69,-12.19,-47.81,-3.87,-11.84,3.72,-0.19,0.28,0.66,0.67,412590,55802,HT
1171,-2.95,1.12,-3.42,14.69,-12.19,-47.81,-3.37,-12.26,3.07,-0.19,0.28,0.66,0.67,412624,55836,HT
1172,-2.64,0.96,-3.32,14.69,-12.19,-47.81,-3.37,-12.26,3.07,-0.19,0.28,0.66,0.67,412640,55852,HT
1173,-2.64,0.96,-3.32,14.69,-12.19,-47.81,-3.87,-12.38,2.54,-0.19,0.28,0.66,0.67,412658,55870,HT
1174,-1.83,1.15,-2.09,14.69,-12.19,-47.81,-3.87,-12.38,2.54,-0.19,0.28,0.66,0.67,412673,55885,HT
1175,-1.83,1.15,-2.09,14.69,-12.19,-47.81,-3.87,-12.38,2.54,-0.67,-0.11,0.19,0.71,412703,55915,HT
1176,-1.83,1.15,-2.09,14.69,-12.19,-47.81,-3.95,-10.8,1.88,-0.67,-0.11,0.19,0.71,412720,55932,HT
1177,-1.05,0.04,-1,14.69,-12.19,-47.81,-3.95,-10.8,1.88,-0.67,-0.11,0.19,0.71,412748,55960,HT
1178,-1.05,0.04,-1,14.69,-12.19,-47.81,-3.02,-9.39,2.46,-0.67,-0.11,0.19,0.71,412776,55988,HT
1179,-0.96,0.29,-0.4,14.69,-12.19,-47.81,-3.02,-9.39,2.46,-0.67,-0.11,0.19,0.71,412794,56006,HT
1180,-0.96,0.29,-0.4,14.69,-12.19,-47.81,-3.6,-9.31,2.42,-0.67,-0.11,0.19,0.71,412814,56026,HT
1181,-0.67,0.1,-0.06,14.69,-12.19,-47.81,-3.6,-9.31,2.42,-0.67,-0.11,0.19,0.71,412835,56047,HT
1182,-0.67,0.1,-0.06,14.69,-12.19,-47.81,-3.6,-9.31,2.42,-0.72,-0.15,0.12,0.67,412851,56063,HT
1183,-0.67,0.1,-0.06,14.69,-12.19,-47.81,-2.11,-9.23,3.04,-0.72,-0.15,0.12,0.67,412868,56080,HT
1184,-0.37,0.84,0.08,14.69,-12.19,-47.81,-2.11,-9.23,3.04,-0.72,-0.15,0.12,0.67,412892,56104,HT
1185,-0.37,0.84,0.08,14.69,-12.19,-47.81,-1.72,-9.54,2.8,-0.72,-0.15,0.12,0.67,412907,56119,HT
1186,-0.37,0.84,0.08,14.69,-12.19,-47.81,-1.95,-10.08,2.46,-0.72,-0.15,0.12,0.67,412921,56133,HT
1187,0,0.38,0.16,14.69,-12.19,-47.81,-1.95,-10.08,2.46,-0.72,-0.15,0.12,0.67,413186,56398,HT
1188,0,0.38,0.16,14.69,-12.19,-47.81,-1,-10.08,2.27,-0.72,-0.15,0.12,0.67,413209,56421,HT
1189,0,0.38,0.16,14.69,-12.19,-47.81,-4.63,-11.61,1.5,-0.72,-0.15,0.12,0.67,413222,56434,HT
1190,1.83,-1.14,2,14.69,-12.19,-47.81,-4.63,-11.61,1.5,-0.72,-0.15,0.12,0.67,413273,56485,HT
1191,1.83,-1.14,2,14.69,-12.19,-47.81,-4.86,-12.84,1.58,-0.72,-0.15,0.12,0.67,413294,56506,HT
1192,1.83,-1.14,2,14.69,-12.19,-47.81,-5.36,-12.03,1.69,-0.72,-0.15,0.12,0.67,413311,56523,HT
1193,2.53,-0.8,3.33,14.69,-12.19,-47.81,-5.36,-12.03,1.69,-0.72,-0.15,0.12,0.67,413325,56537,HT
1194,2.53,-0.8,3.33,14.69,-12.19,-47.81,-5.36,-12.03,1.69,-0.56,0.01,0.38,0.74,413362,56574,HT
1195,2.53,-0.8,3.33,14.69,-12.19,-47.81,-5.52,-11.46,2.23,-0.56,0.01,0.38,0.74,413383,56595,HT
1196,2.51,-0.73,3.42,14.69,-12.19,-47.81,-5.52,-11.46,2.23,-0.56,0.01,0.38,0.74,413407,56619,HT
1197,2.51,-0.73,3.42,14.69,-12.19,-47.81,-5.75,-9.23,2.96,-0.56,0.01,0.38,0.74,413424,56636,HT
1198,2.27,-0.55,3.08,14.69,-12.19,-47.81,-5.75,-9.23,2.96,-0.56,0.01,0.38,0.74,413445,56657,HT
1199,2.27,-0.55,3.08,14.69,-12.19,-47.81,-5.21,-6.21,3.04,-0.56,0.01,0.38,0.74,413459,56671,HT
1200,1.85,-0.51,2.43,14.69,-12.19,-47.81,-5.21,-6.21,3.04,-0.56,0.01,0.38,0.74,413485,56697,HT
1201,1.85,-0.51,2.43,14.69,-12.19,-47.81,-5.21,-6.21,3.04,-0.39,0.17,0.56,0.71,413517,56729,HT
1202,1.85,-0.51,2.43,14.69,-12.19,-47.81,-4.79,-4.98,3.07,-0.39,0.17,0.56,0.71,413534,56746,HT
1203,1.38,-0.55,1.67,14.69,-12.19,-47.81,-4.79,-4.98,3.07,-0.39,0.17,0.56,0.71,413555,56767,HT
1204,1.38,-0.55,1.67,14.69,-12.19,-47.81,-3.91,-2.95,3.15,-0.39,0.17,0.56,0.71,413575,56787,HT
1205,0.78,-0.14,0.88,14.69,-12.19,-47.81,-3.91,-2.95,3.15,-0.39,0.17,0.56,0.71,413595,56807,HT
1206,0.78,-0.14,0.88,14.69,-12.19,-47.81,-3.68,-2.45,3.07,-0.39,0.17,0.56,0.71,413616,56828,HT
1207,0.78,-0.14,0.88,14.69,-12.19,-47.81,-3.91,-2.26,3.26,-0.39,0.17,0.56,0.71,413634,56846,HT
1208,0.22,-0.04,0.1,14.69,-12.19,-47.81,-3.91,-2.26,3.26,-0.39,0.17,0.56,0.71,413657,56869,HT
1209,0.22,-0.04,0.1,14.69,-12.19,-47.81,-3.95,-2.26,3.34,-0.39,0.17,0.56,0.71,413671,56883,HT
1210,-0.2,-0.03,-0.5,14.69,-12.19,-47.81,-3.95,-2.26,3.34,-0.39,0.17,0.56,0.71,413686,56898,HT
1211,-0.2,-0.03,-0.5,14.69,-12.19,-47.81,-3.71,-2.53,3.57,-0.39,0.17,0.56,0.71,413700,56912,HT
1212,-0.2,-0.03,-0.5,14.69,-12.19,-47.81,-3.79,-2.72,3.8,-0.39,0.17,0.56,0.71,413716,56928,HT
1213,-0.59,0.13,-1.12,14.69,-12.19,-47.81,-3.79,-2.72,3.8,-0.39,0.17,0.56,0.71,413732,56944,HT
1214,-0.59,0.13,-1.12,14.69,-12.19,-47.81,-3.79,-2.72,3.8,-0.31,0.22,0.6,0.7,413748,56960,HT
1215,-0.59,0.13,-1.12,14.69,-12.19,-47.81,-4.33,-3.76,4.07,-0.31,0.22,0.6,0.7,413981,57193,HT
1216,-1.17,0.06,-2.15,14.69,-12.19,-47.81,-4.33,-3.76,4.07,-0.31,0.22,0.6,0.7,414007,57219,HT
1217,-1.17,0.06,-2.15,14.69,-12.19,-47.81,-3.64,-11.5,3.15,-0.31,0.22,0.6,0.7,414039,57251,HT
1218,-1.78,1.06,-2.23,14.69,-12.19,-47.81,-3.64,-11.5,3.15,-0.31,0.22,0.6,0.7,414056,57268,HT
1219,-1.78,1.06,-2.23,14.69,-12.19,-47.81,-3.95,-10.08,3.53,-0.31,0.22,0.6,0.7,414070,57282,HT
1220,-1.48,1.38,-2.19,14.69,-12.19,-47.81,-3.95,-10.08,3.53,-0.31,0.22,0.6,0.7,414091,57303,HT
1221,-1.48,1.38,-2.19,14.69,-12.19,-47.81,-5.48,-11.99,3.26,-0.31,0.22,0.6,0.7,414130,57342,HT
1222,-1.35,1.44,-1.74,14.69,-12.19,-47.81,-5.48,-11.99,3.26,-0.31,0.22,0.6,0.7,414155,57367,HT
1223,-1.35,1.44,-1.74,14.69,-12.19,-47.81,-5.63,-10.08,3.3,-0.31,0.22,0.6,0.7,414176,57388,HT
1224,-1.23,0.13,-1.07,14.69,-12.19,-47.81,-5.63,-10.08,3.3,-0.31,0.22,0.6,0.7,414202,57414,HT
1225,-1.23,0.13,-1.07,14.69,-12.19,-47.81,-6.13,-9.96,3.45,-0.31,0.22,0.6,0.7,414226,57438,HT
1226,-1.23,0.13,-1.07,14.69,-12.19,-47.81,-4.67,-8.81,3.87,-0.31,0.22,0.6,0.7,414245,57457,HT
1227,-1.23,0.13,-1.07,14.69,-12.19,-47.81,-4.98,-8.39,3.57,-0.31,0.22,0.6,0.7,414258,57470,HT
